     331  418413.500 3855387.500       -23.1529998779         0.3706717491
     332  418673.312 3855537.500       -22.8759994507         0.3947961926
     333  418933.094 3855687.500       -22.4239997864         0.4192274511
     334  419192.906 3855837.500       -22.3980007172         0.4397513270
     335  419452.688 3855987.500       -22.1049995422         0.4706427455
     336  419712.500 3856137.500       -21.5569992065         0.5052279234
     337  419972.312 3856287.500       -21.4540004730         0.5307153463
     338  420232.094 3856437.500       -20.8239994049         0.5348187685
     339  420491.938 3856587.500       -21.0499992371         0.5075271726
     340  420751.812 3856737.500       -20.6219997406         0.4698204100
     341  421011.594 3856887.500       -19.8059997559         0.4385616183
     342  421271.406 3857037.500       -19.3889999390         0.4055407941
     343  421531.188 3857187.500       -19.2469997406         0.3694093227
     344  421787.125 3857335.500       -19.1930007935         0.3308342397
     345  422032.094 3857476.750       -19.2919998169         0.2925228179
     346  422263.188 3857610.250       -19.0620002747         0.2533599734
     347  422481.250 3857736.000       -18.9449996948         0.2105575502
     348  422686.938 3857854.750       -18.9309997559         0.1769008785
     349  422880.938 3857966.750       -18.7390003204         0.1636483967
     350  423064.000 3858072.500       -17.7299995422         0.1757111847
     351  423236.688 3858172.250       -18.1189994812         0.2067990303
     352  423399.594 3858266.250       -18.2889995575         0.2467277497
     353  423553.312 3858355.000       -17.7709999084         0.2761961520
     354  423698.312 3858438.750       -17.4710006714         0.2829747796
     355  414366.406 3853397.500        -4.2389998436         0.0000000000
     356  414626.188 3853547.500        -6.3590002060         0.1349631846
     357  414886.000 3853697.500       -18.3999996185         0.1268800050
     358  415145.812 3853847.500       -21.0429992676         0.0954279527
     359  415405.594 3853997.500       -18.2630004883         0.0767586604
     360  415665.406 3854147.500        -9.9180002213         0.0647977814
     361  415925.188 3854297.500        -4.3689999580         0.0546453670
     362  416185.000 3854447.500        -9.5559997559         0.0462587588
     363  416444.812 3854597.500        -9.1210002899         0.0000000000
     364  416704.594 3854747.500       -21.6959991455         0.2449531555
     365  416964.438 3854897.500       -22.6429996490         0.2048744410
     366  417224.312 3855047.500       -22.3150005341         0.2296288908
     367  417484.094 3855197.500       -22.6539993286         0.2623878121
     368  417743.906 3855347.500       -22.6369991302         0.2930634618
     369  418003.688 3855497.500       -22.9640007019         0.3186615109
     370  418263.500 3855647.500       -22.7329998016         0.3420498967
     371  418523.312 3855797.500       -22.6410007477         0.3648655117
     372  418783.094 3855947.500       -22.5270004272         0.3836061060
     373  419042.906 3856097.500       -21.8799991608         0.4003922343
     374  419302.688 3856247.500       -21.7590007782         0.4168018699
     375  419562.500 3856397.500       -21.6860008240         0.4287779927
     376  419822.312 3856547.500       -21.3570003510         0.4321937561
     377  420082.094 3856697.500       -20.7360000610         0.4201731682
     378  420341.938 3856847.500       -20.2679996490         0.3874719143
     379  420601.812 3856997.500       -19.7189998627         0.3492187858
     380  420861.594 3857147.500       -19.4080009460         0.3156088293
     381  421121.406 3857297.500       -18.6389999390         0.2847139239
     382  421381.188 3857447.500       -18.4099998474         0.2520609200
     383  421637.125 3857595.000       -18.4610004425         0.2165390998
     384  421882.094 3857736.500       -18.0760002136         0.1822560281
     385  422113.188 3857870.000       -18.6580009460         0.1612268239
     386  422331.250 3857996.000       -18.3279991150         0.1622250527
     387  422536.938 3858114.750       -17.8920001984         0.1728008091
     388  422730.938 3858226.750       -17.8729991913         0.1873816401
     389  422914.000 3858332.250       -17.7070007324         0.2096347362
     390  423086.688 3858432.000       -17.5699996948         0.2418275326
     391  423249.594 3858526.250       -17.1900005341         0.2777608037
     392  423403.312 3858615.000       -16.9890003204         0.2668354809
     393  423548.312 3858698.500       -16.9200000763         0.2692077756
     394  419486.688 3864667.500        -4.7649998665         0.0000000000
     395  419649.594 3864761.500        -4.8439998627         0.0115174353
     396  414216.406 3853657.000        -7.4879999161         0.0494343713
     397  414476.188 3853807.000       -16.1110000610         0.1239829063
     398  414736.000 3853957.000       -16.4400005341         0.1329841167
     399  414995.812 3854107.000       -19.1830005646         0.1001464352
