x,y,depth,u,A,SG,SGI,SedRate
4.182743e+05,3.853228e+06,2.293500e+01,1.864208e-01,9.000000e+04,3.029077e-01,3.283552e-09,0.000000e+00
4.185341e+05,3.853378e+06,2.308100e+01,1.650812e-01,9.000000e+04,3.398999e-01,3.684551e-09,0.000000e+00
4.187939e+05,3.853528e+06,2.311200e+01,1.454112e-01,9.000000e+04,3.853611e-01,4.177356e-09,0.000000e+00
4.190537e+05,3.853678e+06,2.315400e+01,1.260842e-01,9.000000e+04,4.436257e-01,4.808951e-09,0.000000e+00
4.193135e+05,3.853828e+06,2.301600e+01,1.178064e-01,9.000000e+04,4.776443e-01,5.177716e-09,0.000000e+00
4.195733e+05,3.853978e+06,2.204900e+01,1.115342e-01,9.000000e+04,5.266311e-01,5.708738e-09,0.000000e+00
4.198331e+05,3.854128e+06,2.258900e+01,3.298073e-01,9.000000e+04,1.738385e-01,1.884428e-09,0.000000e+00
4.200929e+05,3.854278e+06,1.200000e+01,1.746258e-01,9.000000e+04,6.180357e-01,6.699574e-09,-2.000000e-03
4.213919e+05,3.855028e+06,1.303400e+01,2.465911e-02,9.003000e+04,4.030816e+00,4.367992e-08,-8.000000e-03
4.216518e+05,3.855178e+06,1.921300e+01,3.981524e-01,9.000000e+04,1.693007e-01,1.835238e-09,0.000000e+00
4.219116e+05,3.855328e+06,2.187500e+01,2.990908e-01,9.000000e+04,1.979485e-01,2.145783e-09,0.000000e+00
4.221714e+05,3.855478e+06,2.421300e+01,2.219505e-01,9.000000e+04,2.409898e-01,2.612355e-09,0.000000e+00
4.224312e+05,3.855628e+06,2.360500e+01,1.903851e-01,9.000000e+04,2.881816e-01,3.123920e-09,0.000000e+00
4.226871e+05,3.855776e+06,2.458900e+01,2.046879e-01,8.736000e+04,2.497701e-01,2.789356e-09,0.000000e+00
4.229321e+05,3.855918e+06,2.408900e+01,1.401688e-01,8.238000e+04,3.510852e-01,4.157832e-09,0.000000e+00
4.231632e+05,3.856052e+06,2.247600e+01,2.101634e-01,7.773000e+04,2.367955e-01,2.972083e-09,0.000000e+00
4.233812e+05,3.856177e+06,2.200000e+01,1.160927e-01,7.335000e+04,4.132696e-01,5.496794e-09,0.000000e+00
4.235869e+05,3.856296e+06,2.000000e+01,1.356426e-01,6.918000e+04,3.669572e-01,5.175007e-09,-2.000000e-03
4.237809e+05,3.856408e+06,1.493400e+01,6.783225e-02,6.522000e+04,9.264655e-01,1.385877e-08,-2.600000e-02
4.239640e+05,3.856514e+06,1.365900e+01,4.518123e-02,6.161053e+04,1.436610e+00,2.274888e-08,-3.100000e-02
4.134477e+05,3.850788e+06,5.447000e+00,1.244600e-02,9.006000e+04,1.911637e+01,2.070855e-07,-1.130000e-01
4.139673e+05,3.851088e+06,6.336000e+00,2.155210e-02,9.006000e+04,9.490474e+00,1.028092e-07,1.510000e-01
4.142271e+05,3.851238e+06,7.521000e+00,1.854210e-02,9.006000e+04,9.293051e+00,1.006706e-07,2.369000e+00
4.144869e+05,3.851388e+06,4.097000e+00,2.149528e-01,9.009002e+04,1.472070e+00,1.594145e-08,-3.300000e-02
4.147468e+05,3.851538e+06,2.181600e+01,2.333552e-01,9.006000e+04,2.545658e-01,2.757682e-09,0.000000e+00
4.150066e+05,3.851688e+06,2.183100e+01,2.173407e-01,9.006000e+04,2.731355e-01,2.958846e-09,0.000000e+00
4.152664e+05,3.851838e+06,2.192100e+01,2.239472e-01,9.006000e+04,2.639895e-01,2.859769e-09,0.000000e+00
4.155262e+05,3.851988e+06,2.211400e+01,2.307661e-01,9.006000e+04,2.539531e-01,2.751045e-09,0.000000e+00
4.157860e+05,3.852138e+06,2.225000e+01,2.332314e-01,9.006000e+04,2.497329e-01,2.705328e-09,0.000000e+00
4.160458e+05,3.852288e+06,2.232100e+01,2.353497e-01,9.006000e+04,2.466979e-01,2.672451e-09,0.000000e+00
4.163056e+05,3.852438e+06,2.238100e+01,2.391784e-01,9.006000e+04,2.420980e-01,2.622620e-09,0.000000e+00
4.165654e+05,3.852588e+06,2.234300e+01,2.441285e-01,9.006000e+04,2.375926e-01,2.573813e-09,0.000000e+00
4.168252e+05,3.852738e+06,2.247000e+01,2.492206e-01,9.006000e+04,2.314226e-01,2.506974e-09,0.000000e+00
4.170850e+05,3.852888e+06,2.243500e+01,2.533433e-01,9.006000e+04,2.280118e-01,2.470026e-09,0.000000e+00
4.173448e+05,3.853038e+06,2.294800e+01,2.531803e-01,9.006000e+04,2.230581e-01,2.416363e-09,0.000000e+00
4.176046e+05,3.853188e+06,2.319600e+01,2.457895e-01,9.006000e+04,2.273088e-01,2.462411e-09,0.000000e+00
4.178644e+05,3.853338e+06,2.298600e+01,2.329266e-01,9.009002e+04,2.421336e-01,2.622132e-09,0.000000e+00
4.181243e+05,3.853488e+06,2.300300e+01,2.140014e-01,9.006000e+04,2.632640e-01,2.851909e-09,0.000000e+00
4.183841e+05,3.853638e+06,2.306800e+01,1.932944e-01,9.006000e+04,2.906455e-01,3.148530e-09,0.000000e+00
4.186439e+05,3.853788e+06,2.308900e+01,1.758783e-01,9.006000e+04,3.191356e-01,3.457160e-09,0.000000e+00
4.189037e+05,3.853938e+06,2.313800e+01,1.572849e-01,9.006000e+04,3.561064e-01,3.857660e-09,0.000000e+00
4.191635e+05,3.854088e+06,2.298700e+01,1.391476e-01,9.006000e+04,4.051676e-01,4.389135e-09,0.000000e+00
4.194233e+05,3.854238e+06,2.233800e+01,1.256533e-01,9.006000e+04,4.617155e-01,5.001711e-09,0.000000e+00
4.196831e+05,3.854388e+06,1.920800e+01,3.101720e-01,9.006000e+04,2.175244e-01,2.356417e-09,0.000000e+00
4.199429e+05,3.854538e+06,1.347700e+01,1.280405e-01,9.006000e+04,7.510213e-01,8.135729e-09,-1.200000e-02
4.212419e+05,3.855288e+06,1.681500e+01,1.411214e-01,9.009002e+04,5.463209e-01,5.916260e-09,-6.000000e-03
4.215018e+05,3.855438e+06,2.158900e+01,2.615553e-01,9.006000e+04,2.295074e-01,2.486227e-09,0.000000e+00
4.217616e+05,3.855588e+06,2.250300e+01,2.789482e-01,9.006000e+04,2.064566e-01,2.236521e-09,0.000000e+00
4.220214e+05,3.855738e+06,2.361200e+01,2.930318e-01,9.006000e+04,1.873032e-01,2.029035e-09,0.000000e+00
4.222812e+05,3.855888e+06,2.391900e+01,3.103895e-01,9.006000e+04,1.745592e-01,1.890980e-09,0.000000e+00
4.225371e+05,3.856036e+06,2.248900e+01,3.145093e-01,8.735911e+04,1.777319e-01,1.984875e-09,0.000000e+00
4.227821e+05,3.856178e+06,2.243400e+01,2.600182e-01,8.238000e+04,2.032227e-01,2.406725e-09,0.000000e+00
4.230132e+05,3.856311e+06,2.223700e+01,2.585771e-01,7.773000e+04,1.945285e-01,2.441579e-09,0.000000e+00
4.232312e+05,3.856437e+06,2.180600e+01,1.493111e-01,7.335000e+04,3.241850e-01,4.311903e-09,0.000000e+00
4.234369e+05,3.856556e+06,2.170000e+01,1.303428e-01,6.918000e+04,3.519611e-01,4.963526e-09,0.000000e+00
4.236309e+05,3.856668e+06,1.500000e+01,1.057142e-01,6.522000e+04,5.918575e-01,8.853450e-09,-1.000000e-03
4.238140e+05,3.856774e+06,1.781800e+01,7.780548e-02,6.162000e+04,6.396072e-01,1.012670e-08,-4.000000e-03
4.135575e+05,3.851198e+06,8.666000e+00,3.199292e-02,9.000000e+04,4.671224e+00,5.063657e-08,4.500000e-01
4.138173e+05,3.851348e+06,6.033000e+00,4.092915e-02,9.000000e+04,5.244900e+00,5.685528e-08,1.800000e-01
4.140771e+05,3.851498e+06,6.629000e+00,2.510335e-02,9.000000e+04,7.782580e+00,8.436401e-08,5.190000e-01
4.143369e+05,3.851648e+06,9.438000e+00,1.623074e-01,9.003000e+04,8.457261e-01,9.164708e-09,-1.400000e-02
4.145968e+05,3.851798e+06,1.531600e+01,1.554009e-01,9.000000e+04,5.441322e-01,5.898452e-09,-1.300000e-02
4.148566e+05,3.851948e+06,2.194500e+01,1.702284e-01,9.000000e+04,3.466856e-01,3.758109e-09,0.000000e+00
4.151164e+05,3.852098e+06,2.172900e+01,1.858873e-01,9.000000e+04,3.206372e-01,3.475742e-09,0.000000e+00
4.153762e+05,3.852248e+06,2.211400e+01,2.037960e-01,9.000000e+04,2.873692e-01,3.115114e-09,0.000000e+00
4.156360e+05,3.852398e+06,2.239200e+01,2.156552e-01,9.000000e+04,2.681949e-01,2.907261e-09,0.000000e+00
4.158958e+05,3.852548e+06,2.221000e+01,2.250659e-01,9.000000e+04,2.590866e-01,2.808527e-09,0.000000e+00
4.161556e+05,3.852698e+06,2.214700e+01,2.361554e-01,9.000000e+04,2.476227e-01,2.684257e-09,0.000000e+00
4.164154e+05,3.852848e+06,2.224200e+01,2.477780e-01,9.000000e+04,2.349994e-01,2.547418e-09,0.000000e+00
4.166752e+05,3.852998e+06,2.225400e+01,2.595269e-01,9.000000e+04,2.242399e-01,2.430785e-09,0.000000e+00
4.169350e+05,3.853148e+06,2.244800e+01,2.700525e-01,9.000000e+04,2.136375e-01,2.315853e-09,0.000000e+00
4.171948e+05,3.853298e+06,2.275900e+01,2.758086e-01,9.000000e+04,2.063204e-01,2.236536e-09,0.000000e+00
4.174546e+05,3.853448e+06,2.276100e+01,2.760067e-01,9.000000e+04,2.061543e-01,2.234735e-09,0.000000e+00
4.177144e+05,3.853598e+06,2.278400e+01,2.656215e-01,9.003000e+04,2.140695e-01,2.319763e-09,0.000000e+00
4.179743e+05,3.853748e+06,2.297300e+01,2.475750e-01,9.000000e+04,2.277083e-01,2.468383e-09,0.000000e+00
4.182341e+05,3.853898e+06,2.312700e+01,2.290714e-01,9.000000e+04,2.444630e-01,2.650005e-09,0.000000e+00
4.184939e+05,3.854048e+06,2.313000e+01,2.152549e-01,9.000000e+04,2.601206e-01,2.819735e-09,0.000000e+00
4.187537e+05,3.854198e+06,2.311800e+01,2.005800e-01,9.000000e+04,2.792965e-01,3.027604e-09,0.000000e+00
4.190135e+05,3.854348e+06,2.325500e+01,1.827657e-01,9.000000e+04,3.047139e-01,3.303132e-09,0.000000e+00
4.192733e+05,3.854498e+06,2.231900e+01,1.706482e-01,9.000000e+04,3.400376e-01,3.686044e-09,0.000000e+00
4.195331e+05,3.854648e+06,2.223200e+01,2.933286e-01,9.000000e+04,1.985959e-01,2.152802e-09,0.000000e+00
4.197929e+05,3.854798e+06,1.432100e+01,1.141945e-01,9.000000e+04,7.919266e-01,8.584571e-09,-2.000000e-03
4.208321e+05,3.855398e+06,9.122000e+00,2.335519e-01,9.000000e+04,6.078967e-01,6.589666e-09,0.000000e+00
4.210919e+05,3.855548e+06,1.297900e+01,3.001308e-01,9.003000e+04,3.325801e-01,3.604003e-09,-3.000000e-03
4.213518e+05,3.855698e+06,2.254600e+01,3.338453e-01,9.000000e+04,1.720634e-01,1.865186e-09,0.000000e+00
4.216116e+05,3.855848e+06,2.408900e+01,3.711160e-01,9.000000e+04,1.448688e-01,1.570393e-09,0.000000e+00
4.218714e+05,3.855998e+06,2.280000e+01,4.446552e-01,9.000000e+04,1.277453e-01,1.384773e-09,0.000000e+00
4.221312e+05,3.856148e+06,2.195300e+01,5.247076e-01,9.000000e+04,1.124326e-01,1.218781e-09,0.000000e+00
4.223871e+05,3.856296e+06,2.214600e+01,5.902284e-01,8.733000e+04,9.614104e-02,1.074043e-09,0.000000e+00
4.226321e+05,3.856438e+06,2.182000e+01,6.448435e-01,8.238000e+04,8.425070e-02,9.977641e-10,0.000000e+00
4.228632e+05,3.856571e+06,2.161700e+01,7.085599e-01,7.773000e+04,7.302599e-02,9.165685e-10,0.000000e+00
4.230812e+05,3.856697e+06,2.158900e+01,7.543139e-01,7.335000e+04,6.481511e-02,8.620894e-10,0.000000e+00
4.232869e+05,3.856816e+06,1.947900e+01,8.297908e-01,6.918000e+04,6.158942e-02,8.685637e-10,0.000000e+00
4.234809e+05,3.856928e+06,1.839700e+01,9.119517e-01,6.527175e+04,5.598442e-02,8.367931e-10,0.000000e+00
4.236640e+05,3.857033e+06,1.300000e+01,1.064278e+00,6.161053e+04,6.407924e-02,1.014702e-09,0.000000e+00
4.238367e+05,3.857133e+06,1.306800e+01,1.255940e+00,5.805000e+04,5.089617e-02,8.553799e-10,0.000000e+00
4.239996e+05,3.857227e+06,1.396300e+01,1.261243e+00,5.478000e+04,4.476157e-02,7.971855e-10,0.000000e+00
4.241533e+05,3.857316e+06,1.243400e+01,1.304701e+00,5.172000e+04,4.587725e-02,8.653963e-10,0.000000e+00
4.242983e+05,3.857400e+06,1.258700e+01,1.378873e+00,4.875000e+04,4.041931e-02,8.088917e-10,0.000000e+00
4.141869e+05,3.851908e+06,5.126000e+00,5.031788e-02,9.003000e+04,5.022815e+00,5.442971e-08,-9.900000e-02
4.144468e+05,3.852058e+06,2.169600e+01,9.089129e-02,9.000000e+04,6.567520e-01,7.119263e-09,-1.700000e-02
4.147066e+05,3.852208e+06,2.061300e+01,1.222836e-01,9.000000e+04,5.137999e-01,5.569647e-09,-2.000000e-03
4.149664e+05,3.852358e+06,2.169600e+01,1.501168e-01,9.000000e+04,3.976438e-01,4.310502e-09,0.000000e+00
4.152262e+05,3.852508e+06,2.204000e+01,1.703743e-01,9.000000e+04,3.448955e-01,3.738705e-09,0.000000e+00
4.154860e+05,3.852658e+06,2.254300e+01,1.886685e-01,9.000000e+04,3.045035e-01,3.300851e-09,0.000000e+00
4.157458e+05,3.852808e+06,2.213300e+01,2.058923e-01,9.000000e+04,2.841993e-01,3.080751e-09,0.000000e+00
4.160056e+05,3.852958e+06,2.211000e+01,2.237788e-01,9.000000e+04,2.617554e-01,2.837456e-09,0.000000e+00
4.162654e+05,3.853108e+06,2.207200e+01,2.423535e-01,9.000000e+04,2.421098e-01,2.624496e-09,0.000000e+00
4.165252e+05,3.853258e+06,2.259800e+01,2.617748e-01,9.000000e+04,2.189301e-01,2.373226e-09,0.000000e+00
4.167850e+05,3.853408e+06,2.269600e+01,2.800633e-01,9.000000e+04,2.037501e-01,2.208673e-09,0.000000e+00
4.170448e+05,3.853558e+06,2.261400e+01,2.989488e-01,9.000000e+04,1.915707e-01,2.076647e-09,0.000000e+00
4.173046e+05,3.853708e+06,2.263200e+01,3.092268e-01,9.000000e+04,1.850560e-01,2.006027e-09,0.000000e+00
4.175644e+05,3.853858e+06,2.291000e+01,2.975402e-01,9.003000e+04,1.900541e-01,2.059521e-09,0.000000e+00
4.178243e+05,3.854008e+06,2.319600e+01,2.791994e-01,9.000000e+04,1.999750e-01,2.167751e-09,0.000000e+00
4.180841e+05,3.854158e+06,2.312600e+01,2.652574e-01,9.000000e+04,2.111228e-01,2.288594e-09,0.000000e+00
4.183439e+05,3.854308e+06,2.318600e+01,2.576402e-01,9.000000e+04,2.168023e-01,2.350160e-09,0.000000e+00
4.186037e+05,3.854458e+06,2.316000e+01,2.512860e-01,9.000000e+04,2.225341e-01,2.412293e-09,0.000000e+00
4.188635e+05,3.854608e+06,2.358900e+01,2.426272e-01,9.000000e+04,2.262842e-01,2.452945e-09,0.000000e+00
4.191233e+05,3.854758e+06,2.303400e+01,2.408769e-01,9.000000e+04,2.334204e-01,2.530302e-09,0.000000e+00
4.193831e+05,3.854908e+06,2.358900e+01,2.901753e-01,9.000000e+04,1.892053e-01,2.051006e-09,0.000000e+00
4.196429e+05,3.855058e+06,1.254400e+01,2.040878e-01,9.000000e+04,5.058832e-01,5.483829e-09,-4.000000e-03
4.199027e+05,3.855208e+06,1.450100e+01,2.977020e-01,9.000000e+04,3.000016e-01,3.252050e-09,-6.400000e-02
4.201625e+05,3.855358e+06,8.057000e+00,4.234129e-01,9.000000e+04,3.796346e-01,4.115280e-09,-2.100000e-02
4.204223e+05,3.855508e+06,1.022000e+01,6.755792e-01,9.000000e+04,1.875755e-01,2.033339e-09,-2.000000e-03
4.206821e+05,3.855658e+06,1.742700e+01,5.712099e-01,9.000000e+04,1.301023e-01,1.410323e-09,0.000000e+00
4.209419e+05,3.855808e+06,1.867200e+01,5.384992e-01,9.003000e+04,1.288464e-01,1.396243e-09,-2.000000e-03
4.212018e+05,3.855958e+06,2.070300e+01,5.506929e-01,9.000000e+04,1.135953e-01,1.231386e-09,0.000000e+00
4.214616e+05,3.856108e+06,2.164900e+01,5.805052e-01,9.000000e+04,1.030527e-01,1.117102e-09,0.000000e+00
4.217214e+05,3.856258e+06,2.164100e+01,6.314691e-01,9.000000e+04,9.477065e-02,1.027324e-09,0.000000e+00
4.219812e+05,3.856408e+06,2.164900e+01,6.772866e-01,9.000000e+04,8.832690e-02,9.574732e-10,0.000000e+00
4.222371e+05,3.856556e+06,2.158900e+01,7.082593e-01,8.733000e+04,8.218629e-02,9.181467e-10,0.000000e+00
4.224821e+05,3.856697e+06,2.158900e+01,7.233595e-01,8.240746e+04,7.593476e-02,8.989804e-10,0.000000e+00
4.227132e+05,3.856831e+06,2.110100e+01,7.244598e-01,7.778182e+04,7.321863e-02,9.183741e-10,0.000000e+00
4.229312e+05,3.856956e+06,2.068900e+01,7.132480e-01,7.339890e+04,7.157647e-02,9.513863e-10,0.000000e+00
4.231369e+05,3.857076e+06,1.997800e+01,6.960651e-01,6.922612e+04,7.163560e-02,1.009567e-09,0.000000e+00
4.233309e+05,3.857188e+06,1.723800e+01,7.004334e-01,6.527175e+04,7.779153e-02,1.162742e-09,0.000000e+00
4.235140e+05,3.857293e+06,1.539900e+01,7.388737e-01,6.156000e+04,7.785683e-02,1.233884e-09,0.000000e+00
4.236867e+05,3.857393e+06,1.200000e+01,7.906169e-01,5.805000e+04,8.804723e-02,1.479754e-09,0.000000e+00
4.238496e+05,3.857487e+06,1.200000e+01,7.701122e-01,5.482827e+04,8.537488e-02,1.519154e-09,0.000000e+00
4.240033e+05,3.857576e+06,1.207500e+01,7.075114e-01,5.170723e+04,8.709465e-02,1.643298e-09,0.000000e+00
4.241483e+05,3.857659e+06,1.379600e+01,6.594344e-01,4.879626e+04,7.718316e-02,1.543164e-09,0.000000e+00
4.145566e+05,3.852468e+06,6.327000e+00,6.952933e-02,9.000000e+04,2.943997e+00,3.191325e-08,-1.790000e-01
4.148164e+05,3.852618e+06,1.714600e+01,1.119110e-01,9.000000e+04,6.749438e-01,7.316464e-09,-2.700000e-02
4.150762e+05,3.852768e+06,2.178300e+01,1.336066e-01,9.000000e+04,4.449976e-01,4.823822e-09,0.000000e+00
4.153360e+05,3.852918e+06,2.194700e+01,1.530138e-01,9.000000e+04,3.856537e-01,4.180528e-09,0.000000e+00
4.155958e+05,3.853068e+06,2.219600e+01,1.729666e-01,9.000000e+04,3.373388e-01,3.656790e-09,0.000000e+00
4.158556e+05,3.853218e+06,2.195800e+01,1.927293e-01,9.000000e+04,3.060292e-01,3.317389e-09,0.000000e+00
4.161154e+05,3.853368e+06,2.218900e+01,2.155707e-01,9.000000e+04,2.707546e-01,2.935009e-09,0.000000e+00
4.163752e+05,3.853518e+06,2.241600e+01,2.413325e-01,9.000000e+04,2.394029e-01,2.595154e-09,0.000000e+00
4.166350e+05,3.853668e+06,2.224600e+01,2.742773e-01,9.000000e+04,2.122567e-01,2.300886e-09,0.000000e+00
4.168948e+05,3.853818e+06,2.256200e+01,3.112264e-01,9.000000e+04,1.844375e-01,1.999323e-09,0.000000e+00
4.171546e+05,3.853968e+06,2.245100e+01,3.390884e-01,9.000000e+04,1.701197e-01,1.844116e-09,0.000000e+00
4.174144e+05,3.854118e+06,2.264300e+01,3.247348e-01,9.003000e+04,1.761916e-01,1.909300e-09,0.000000e+00
4.176743e+05,3.854268e+06,2.293600e+01,3.074265e-01,9.000000e+04,1.836725e-01,1.991030e-09,0.000000e+00
4.179341e+05,3.854418e+06,2.308200e+01,3.015204e-01,9.000000e+04,1.860857e-01,2.017190e-09,0.000000e+00
4.181939e+05,3.854568e+06,2.315700e+01,3.058732e-01,9.000000e+04,1.828435e-01,1.982044e-09,0.000000e+00
4.184537e+05,3.854718e+06,2.315500e+01,3.172688e-01,9.000000e+04,1.762914e-01,1.911018e-09,0.000000e+00
4.187135e+05,3.854868e+06,2.318800e+01,3.330907e-01,9.000000e+04,1.676786e-01,1.817654e-09,0.000000e+00
4.189733e+05,3.855018e+06,2.308000e+01,3.567011e-01,9.000000e+04,1.573124e-01,1.705284e-09,0.000000e+00
4.192331e+05,3.855168e+06,2.311900e+01,3.848734e-01,9.000000e+04,1.455514e-01,1.577793e-09,0.000000e+00
4.194929e+05,3.855318e+06,2.215500e+01,3.662244e-01,9.000000e+04,1.596189e-01,1.730286e-09,-4.000000e-03
4.197527e+05,3.855468e+06,1.603300e+01,4.749890e-01,9.000000e+04,1.700611e-01,1.843480e-09,-1.500000e-02
4.200125e+05,3.855618e+06,1.684400e+01,5.915273e-01,9.000000e+04,1.299820e-01,1.409019e-09,-4.000000e-03
